id,customer_id,device_fingerprint,device_type,os,first_seen_at,last_seen_at,is_trusted
dev_002605,cust_005520,56ecfba9c2de4159,desktop,macOS,2024-11-24 16:53:40.182437,2026-02-17 17:08:52.182437,True
dev_002606,cust_006270,4ee109b9d1b342ab,mobile,Linux,2025-09-18 04:24:34.182437,2026-07-23 08:49:47.182437,True
dev_002607,cust_007484,ea504e564ba44671,desktop,macOS,2025-05-31 12:36:48.182437,2026-02-02 22:58:52.182437,True
dev_002608,cust_004175,d490f27db2364cd0,mobile,iOS,2025-11-18 12:02:33.182437,2026-07-20 12:41:44.182437,True
dev_002609,cust_007062,de835e7333cb4088,tablet,macOS,2025-06-15 20:25:41.182437,2025-11-27 22:46:45.182437,True
dev_002610,cust_000960,8aab53fed4134158,tablet,Linux,2026-05-09 10:08:59.182437,2026-07-29 03:18:39.182437,True
dev_002611,cust_002108,846634c6d4254fca,mobile,Windows,2025-09-09 10:07:23.182437,2026-08-07 18:01:23.182437,True
dev_002612,cust_002337,541540f210d14bc3,desktop,macOS,2025-04-01 06:42:43.182437,2026-04-10 03:08:12.182437,True
dev_002613,cust_000143,25495f20996e452b,mobile,Windows,2026-08-10 18:48:45.182437,2026-08-11 14:38:52.182437,True
dev_002614,cust_007620,a0e7eeae84674838,desktop,macOS,2025-05-31 20:05:00.182437,2025-07-13 20:54:34.182437,True
dev_002615,cust_007393,0e1aa8b32b364a92,desktop,iOS,2024-12-11 10:31:38.182437,2026-06-05 23:30:10.182437,True
dev_002616,cust_008670,f63442f8f2f54c3e,desktop,Windows,2024-11-03 05:02:55.182437,2025-06-10 07:45:06.182437,True
dev_002617,cust_000920,4aa7d98d86fa49e7,tablet,Windows,2025-03-15 15:19:04.182437,2025-04-12 10:19:32.182437,True
dev_002618,cust_006680,fb1feb0ee1624034,tablet,Linux,2026-01-07 18:50:20.182437,2026-08-04 19:28:48.182437,True
dev_002619,cust_001780,745fd83f0c9d4764,desktop,Windows,2025-05-04 20:41:32.182437,2025-08-15 12:48:27.182437,True
dev_002620,cust_009636,20fa9209e57b46e5,desktop,Android,2025-06-12 07:18:59.182437,2026-06-28 08:58:37.182437,True
dev_002621,cust_007804,d623a81207814c8d,desktop,Linux,2025-03-17 09:59:25.182437,2025-10-12 10:07:52.182437,True
dev_002622,cust_000248,a63fcd93d9e64c59,desktop,Windows,2025-06-02 00:01:42.182437,2026-06-04 16:49:57.182437,True
dev_002623,cust_006275,670ec0d7ecf44ef7,tablet,macOS,2025-06-27 23:23:18.182437,2025-12-08 11:47:49.182437,True
dev_002624,cust_001996,a3657b4776f84f7e,desktop,Windows,2025-03-04 17:56:07.182437,2025-07-25 11:10:26.182437,True
dev_002625,cust_001007,2569ab6ead3244d5,tablet,Windows,2024-08-31 06:20:55.182437,2024-09-20 18:11:39.182437,True
dev_002626,cust_004621,f44d86c2d8704bcc,desktop,Android,2025-11-10 20:04:00.182437,2025-11-14 16:00:33.182437,True
dev_002627,cust_009202,c4fb79bc8ca24e65,desktop,Android,2026-02-12 10:58:01.182437,2026-08-14 03:36:25.182437,True
dev_002628,cust_006443,903e434d134d4651,tablet,macOS,2026-08-19 23:24:42.182437,2026-08-21 13:29:33.182437,True
dev_002629,cust_006655,0a3ba7d29f494660,tablet,Android,2025-10-12 20:21:47.182437,2026-04-15 05:50:41.182437,True
dev_002630,cust_002875,add51c91e9a84c29,tablet,Windows,2025-06-26 23:06:10.182437,2026-07-26 03:46:17.182437,True
dev_002631,cust_002875,76e3d2a24a1a4874,tablet,macOS,2026-07-13 20:18:01.182437,2026-07-16 18:25:41.182437,True
dev_002632,cust_009352,d965c4073f8f418e,tablet,Linux,2026-03-08 23:20:25.182437,2026-04-30 22:13:31.182437,True
dev_002633,cust_000056,58c606e45cfd45fe,mobile,macOS,2026-06-13 08:51:54.182437,2026-07-22 12:06:59.182437,True
dev_002634,cust_009256,47d051fe70954105,mobile,macOS,2024-09-15 12:13:00.182437,2025-08-10 13:58:52.182437,True
dev_002635,cust_000444,3c960f4aa05945cf,tablet,Linux,2026-05-20 15:34:17.182437,2026-05-26 16:34:01.182437,True
dev_002636,cust_008899,0951d23f737f4a47,tablet,Android,2026-05-02 18:52:13.182437,2026-08-01 00:27:14.182437,True
dev_002637,cust_008899,f6a4fa893f624bb8,tablet,Windows,2025-08-01 18:34:09.182437,2026-02-22 23:40:03.182437,True
dev_002638,cust_009091,e4f67ccc763e4289,mobile,Linux,2025-10-22 22:25:27.182437,2026-02-10 19:12:20.182437,True
dev_002639,cust_006740,a1de9bcc6bfb4a3a,tablet,Windows,2025-01-28 10:07:48.182437,2025-03-05 07:02:54.182437,True
dev_002640,cust_005165,a9d4a11a00ad4f93,desktop,Linux,2024-10-11 17:57:41.182437,2026-07-19 05:44:32.182437,True
dev_002641,cust_006064,371a041ddce949f1,mobile,macOS,2025-07-03 23:25:46.182437,2026-04-05 15:00:16.182437,True
dev_002642,cust_001678,b8df66d49f724ddf,desktop,macOS,2025-02-18 16:40:59.182437,2026-02-16 10:50:09.182437,True
dev_002643,cust_001678,35f4fa46780a49ce,tablet,Windows,2026-02-08 12:35:35.182437,2026-04-03 17:26:49.182437,True
dev_002644,cust_006984,93267f9b33044416,desktop,iOS,2025-04-01 20:09:00.182437,2026-02-22 02:55:01.182437,True
dev_002645,cust_006984,1e37d000c84a4e12,tablet,iOS,2025-04-09 09:35:20.182437,2026-07-08 21:13:51.182437,True
dev_002646,cust_003572,c94a8e596b7548f2,desktop,Android,2024-11-23 12:25:01.182437,2026-05-05 23:07:55.182437,True
dev_002647,cust_006998,ca5634e02a994a28,tablet,Windows,2025-07-27 10:50:27.182437,2025-08-13 07:29:10.182437,True
dev_002648,cust_002648,a6f454ca781e4941,tablet,macOS,2026-06-23 11:50:19.182437,2026-07-10 08:21:20.182437,True
dev_002649,cust_002648,dadc498658364834,tablet,Android,2025-05-22 06:13:52.182437,2026-02-13 15:51:38.182437,True
dev_002650,cust_002339,1ed875ca1708425f,mobile,macOS,2024-09-25 18:44:06.182437,2026-01-09 19:33:31.182437,True
dev_002651,cust_009841,9b24729180414c28,desktop,macOS,2024-10-25 04:55:13.182437,2026-02-13 08:58:58.182437,True
dev_002652,cust_008811,66e14c0c23614035,tablet,iOS,2025-09-02 19:34:58.182437,2026-03-08 08:50:46.182437,True
dev_002653,cust_009891,896a829cd26e44eb,tablet,Android,2025-12-27 02:53:58.182437,2026-03-17 23:05:18.182437,True
dev_002654,cust_003462,d8395fecf0e34418,desktop,iOS,2024-10-09 07:00:56.182437,2024-10-25 16:59:47.182437,True
dev_002655,cust_001762,0b82c77931fb423b,mobile,Android,2025-10-09 16:11:14.182437,2026-01-01 11:12:21.182437,True
dev_002656,cust_002216,cd900248120a4f5c,tablet,Windows,2026-04-06 13:49:21.182437,2026-08-27 16:18:17.182437,True
dev_002657,cust_003986,b4c3e74fe1434440,mobile,Android,2025-11-21 21:13:54.182437,2026-02-10 20:35:42.182437,True
dev_002658,cust_009550,801c06cf4e014d10,desktop,Windows,2026-04-19 10:45:54.182437,2026-06-03 10:33:28.182437,True
dev_002659,cust_003271,0c9bc0eeeef14fe0,desktop,Linux,2025-01-13 21:36:40.182437,2026-07-24 02:51:09.182437,True
dev_002660,cust_003045,f3f9ad8dc0ca4a08,desktop,Linux,2025-01-12 03:29:20.182437,2025-08-18 17:17:20.182437,True
dev_002661,cust_008852,cab9e7cb708946b5,tablet,iOS,2024-11-12 14:55:50.182437,2025-01-21 18:00:03.182437,True
dev_002662,cust_008733,8336716bd8ba4fbb,desktop,Linux,2026-02-20 21:45:01.182437,2026-06-24 22:20:51.182437,True
dev_002663,cust_003926,65b60f7d6110416d,tablet,Linux,2025-05-29 12:32:39.182437,2025-08-29 00:55:24.182437,True
dev_002664,cust_003926,680051a16e58413f,tablet,Android,2024-11-28 09:37:17.182437,2026-02-15 23:14:31.182437,True
dev_002665,cust_007173,fdca86bbe04a46af,desktop,macOS,2026-06-17 16:24:20.182437,2026-07-13 04:52:22.182437,True
dev_002666,cust_002887,8783a2ac88e64d0f,mobile,iOS,2024-09-28 09:12:34.182437,2024-12-20 11:26:19.182437,True
dev_002667,cust_004807,d87b0a8f7a3e4d26,mobile,Linux,2025-10-24 01:18:30.182437,2026-04-21 12:50:08.182437,True
dev_002668,cust_009257,6e81ea34c1a940ed,mobile,Windows,2025-12-07 10:43:28.182437,2026-05-25 05:55:01.182437,True
dev_002669,cust_000642,95d954e8ee6040e1,desktop,Linux,2026-08-09 08:09:14.182437,2026-08-17 19:23:25.182437,True
dev_002670,cust_004220,5e040d9eabb84881,mobile,Android,2024-11-11 05:44:00.182437,2024-12-02 14:16:11.182437,True
dev_002671,cust_001369,80cf5939d80649c1,mobile,Android,2026-05-19 16:32:02.182437,2026-05-31 06:06:14.182437,True
dev_002672,cust_004258,113934869fa9402a,tablet,macOS,2025-06-10 03:48:53.182437,2026-05-11 21:00:26.182437,True
dev_002673,cust_003714,389d0f4b9155408d,desktop,Linux,2026-02-07 21:55:17.182437,2026-05-17 11:35:00.182437,True
dev_002674,cust_003714,b0a3e0d88ce24dfe,mobile,Linux,2024-12-26 12:25:37.182437,2025-08-08 19:55:47.182437,True
dev_002675,cust_005237,ef9a79111f12425b,mobile,Linux,2026-06-02 04:21:33.182437,2026-08-06 18:46:20.182437,True
dev_002676,cust_002590,c754504812464ad4,tablet,macOS,2025-02-06 04:04:19.182437,2025-11-10 15:38:04.182437,True
dev_002677,cust_000495,69e722ffb3f94504,tablet,Windows,2026-07-13 16:35:57.182437,2026-08-25 17:34:49.182437,True
dev_002678,cust_000495,e11c025f0df24161,tablet,Linux,2024-12-30 06:33:00.182437,2025-08-20 05:16:14.182437,True
dev_002679,cust_006936,8b2e5d5ed48c4f16,mobile,macOS,2025-06-23 17:26:20.182437,2026-07-01 01:00:02.182437,True
dev_002680,cust_004773,1179580c26a343b9,desktop,Linux,2025-03-04 04:48:08.182437,2026-07-06 11:18:40.182437,True
dev_002681,cust_003164,eda87b0098b84549,desktop,iOS,2026-04-25 00:54:24.182437,2026-06-11 08:21:11.182437,True
dev_002682,cust_007972,b200f58cc934472b,tablet,Android,2024-09-05 07:36:10.182437,2026-07-16 07:52:27.182437,True
dev_002683,cust_009379,af40369aad8a4bd1,desktop,Android,2025-08-12 03:52:49.182437,2026-05-04 17:12:48.182437,True
dev_002684,cust_005106,c58b5f2a8c1d44fc,mobile,macOS,2026-05-06 14:47:16.182437,2026-08-26 08:36:06.182437,True
dev_002685,cust_009032,1d12b86229244d67,mobile,macOS,2025-02-03 11:34:56.182437,2025-06-06 12:03:54.182437,True
dev_002686,cust_005550,d62b14cfb7474c8e,mobile,Windows,2025-06-02 15:11:27.182437,2026-03-03 10:16:25.182437,True
dev_002687,cust_002740,3ad6e3cb439f4a5d,mobile,macOS,2025-01-29 10:46:13.182437,2026-01-08 22:28:32.182437,True
dev_002688,cust_009455,add9cc969d8a4ad7,tablet,Android,2025-12-21 07:12:59.182437,2026-04-08 05:37:32.182437,True
dev_002689,cust_009455,27946fd8d30f4125,tablet,Windows,2026-06-29 05:30:29.182437,2026-08-17 20:17:11.182437,True
dev_002690,cust_003783,0d39b10a32e24b0a,tablet,macOS,2025-03-07 21:32:04.182437,2025-06-27 10:06:55.182437,True
dev_002691,cust_009657,3bcbeccc994d4ee7,tablet,macOS,2025-07-01 05:39:30.182437,2026-07-14 19:45:15.182437,True
dev_002692,cust_009780,05fed291d58246d6,mobile,Linux,2025-11-29 09:25:41.182437,2026-08-15 01:04:51.182437,True
dev_002693,cust_002668,21c9675d78b0476a,tablet,Windows,2025-10-11 16:54:15.182437,2026-05-30 14:10:07.182437,True
dev_002694,cust_002238,52d25b90d34f44fe,mobile,Linux,2024-10-29 07:43:36.182437,2025-10-03 03:05:00.182437,True
dev_002695,cust_005330,f88372c04dba4d23,mobile,Linux,2025-08-07 09:59:21.182437,2026-02-12 18:41:04.182437,True
dev_002696,cust_004898,4bcee927705e4a42,desktop,macOS,2025-09-05 16:27:43.182437,2026-07-08 21:22:25.182437,True
dev_002697,cust_004898,a5d74f4691504623,desktop,Linux,2025-10-20 22:16:23.182437,2025-11-22 08:13:25.182437,True
dev_002698,cust_002951,7cea1480152f4aed,desktop,iOS,2024-10-08 03:46:09.182437,2025-09-17 08:00:16.182437,True
dev_002699,cust_003588,04c125e8f678420b,tablet,Android,2025-06-19 10:46:20.182437,2026-04-08 09:26:31.182437,True
dev_002700,cust_000706,abb405d7d7cd49f9,tablet,macOS,2026-07-02 13:23:14.182437,2026-08-01 23:53:09.182437,True
dev_002701,cust_009132,983b935ec0e64e5b,tablet,Windows,2025-01-17 14:55:22.182437,2025-04-05 13:14:44.182437,True
dev_002702,cust_008301,3325b3ab7f6b4df3,desktop,macOS,2026-03-29 08:59:41.182437,2026-05-11 04:08:27.182437,True
dev_002703,cust_008301,6023731012a24bc2,tablet,Linux,2024-10-25 11:27:38.182437,2024-12-03 11:10:27.182437,True
dev_002704,cust_005536,091236f0c58446e5,mobile,Windows,2024-12-16 01:33:41.182437,2024-12-31 17:53:15.182437,True
dev_002705,cust_002361,a15227ae454a4754,mobile,iOS,2025-03-21 17:11:15.182437,2026-03-14 03:47:33.182437,True
dev_002706,cust_000987,dd3b392ca8e541c9,mobile,Linux,2026-05-16 13:05:20.182437,2026-05-29 22:56:16.182437,True
dev_002707,cust_006282,d4752be3d5b54beb,tablet,Windows,2024-12-11 08:19:36.182437,2025-06-23 00:35:16.182437,True
dev_002708,cust_007950,16706e4ba9a44cd5,tablet,Android,2026-05-01 19:38:45.182437,2026-07-29 10:34:53.182437,True
dev_002709,cust_007950,02dd7b33d1704278,mobile,macOS,2024-10-11 10:26:01.182437,2025-07-21 11:35:02.182437,True
dev_002710,cust_007820,844661d6e4fc402e,tablet,iOS,2025-08-03 19:28:56.182437,2026-03-17 22:04:59.182437,True
dev_002711,cust_007820,8d68d560a2994dbf,desktop,Android,2025-12-23 13:55:19.182437,2026-05-11 11:02:15.182437,True
dev_002712,cust_007269,05b8c199afef45d8,mobile,iOS,2025-05-02 15:24:14.182437,2026-07-29 00:52:08.182437,True
dev_002713,cust_006763,62ba693d20964cb8,desktop,Android,2025-02-07 11:51:31.182437,2025-03-28 12:07:52.182437,True
dev_002714,cust_005533,53e75ea82325476a,mobile,iOS,2026-01-24 17:38:28.182437,2026-03-09 22:21:24.182437,True
dev_002715,cust_008210,b821291619504f2e,desktop,Linux,2026-03-10 10:31:24.182437,2026-05-08 02:36:40.182437,True
dev_002716,cust_001231,e55ccf879a3e4426,desktop,macOS,2025-06-11 15:57:43.182437,2025-12-03 14:53:24.182437,True
dev_002717,cust_001706,99e64213b29c4e91,mobile,Android,2026-07-09 14:41:31.182437,2026-08-24 22:31:51.182437,True
dev_002718,cust_003501,be89a1f9dd294d65,tablet,iOS,2024-10-12 10:48:41.182437,2026-04-27 17:16:29.182437,True
dev_002719,cust_003501,172eef192882440b,tablet,iOS,2026-02-21 09:51:09.182437,2026-06-30 08:41:43.182437,True
dev_002720,cust_000494,b22b110fcbf346e3,desktop,Windows,2026-02-18 01:43:19.182437,2026-06-08 05:11:33.182437,True
dev_002721,cust_002362,413fd401a0a64cf2,mobile,macOS,2025-01-23 18:30:25.182437,2025-10-29 23:20:16.182437,True
dev_002722,cust_002362,b23dff5a6d904901,mobile,macOS,2025-07-16 23:39:55.182437,2026-01-14 03:09:03.182437,True
dev_002723,cust_005364,e3434ade2c604f90,mobile,iOS,2024-09-03 01:13:39.182437,2026-03-05 03:22:15.182437,True
dev_002724,cust_000008,f53183e8ac934df9,tablet,macOS,2026-08-23 15:05:21.182437,2026-08-24 22:07:32.182437,True
dev_002725,cust_008791,4f41db7fb8644bc5,mobile,Android,2025-08-15 17:28:04.182437,2026-07-05 13:12:51.182437,True
dev_002726,cust_008791,89589d7a013c4b88,desktop,iOS,2025-12-04 08:22:39.182437,2026-01-05 17:58:37.182437,True
dev_002727,cust_001137,70c3947c07614975,mobile,iOS,2026-06-13 08:11:26.182437,2026-08-16 11:20:03.182437,True
dev_002728,cust_003797,86c027ae14a34f78,desktop,Linux,2026-07-14 03:47:48.182437,2026-07-22 11:57:49.182437,True
dev_002729,cust_006039,fc72705d8ef84eaa,mobile,iOS,2025-07-16 02:45:38.182437,2025-11-15 21:16:22.182437,True
dev_002730,cust_008705,2d6a58a98cc14b69,mobile,Windows,2026-08-12 19:58:20.182437,2026-08-13 05:01:51.182437,True
dev_002731,cust_009624,274eb9655e364ac9,desktop,iOS,2024-08-28 19:51:22.182437,2025-02-06 22:36:21.182437,True
dev_002732,cust_009624,584853908eec4f25,desktop,Windows,2025-10-09 22:22:56.182437,2026-01-22 18:15:15.182437,True
dev_002733,cust_001919,7182f39b2f424835,tablet,Linux,2026-06-17 05:42:05.182437,2026-07-28 15:10:59.182437,True
dev_002734,cust_007519,4668529357a14035,desktop,iOS,2026-08-18 10:10:37.182437,2026-08-20 12:00:17.182437,True
dev_002735,cust_005141,6b68a0b80e9f42de,tablet,Windows,2026-08-09 21:19:59.182437,2026-08-11 22:51:14.182437,True
dev_002736,cust_006121,06653353743e4100,mobile,Windows,2025-03-27 03:10:22.182437,2026-05-22 11:50:01.182437,True
dev_002737,cust_009067,d60a058f5dd14066,mobile,Windows,2026-03-12 10:49:36.182437,2026-08-20 08:42:47.182437,True
dev_002738,cust_007370,ceb4050ab91b424e,mobile,iOS,2025-08-29 13:35:34.182437,2026-07-17 22:13:20.182437,True
dev_002739,cust_005725,852202b312a445cd,tablet,iOS,2025-11-04 11:34:41.182437,2025-11-17 02:54:18.182437,True
dev_002740,cust_005470,c7761e11e21a4f71,desktop,iOS,2025-04-20 23:27:47.182437,2025-06-24 08:56:03.182437,True
dev_002741,cust_001934,474b4554fd2c4c71,desktop,Android,2026-07-24 07:03:52.182437,2026-07-27 16:40:55.182437,True
dev_002742,cust_001869,3cfd06eba979433d,mobile,Linux,2026-03-01 11:19:17.182437,2026-05-04 03:48:34.182437,True
dev_002743,cust_001869,296eace6e27647e0,tablet,macOS,2025-12-16 12:43:07.182437,2026-01-08 02:25:07.182437,True
dev_002744,cust_002610,afbfc830ddc54c42,mobile,macOS,2026-06-04 20:25:09.182437,2026-07-14 07:00:51.182437,True
dev_002745,cust_008402,2cf9cfdb03f64a25,mobile,Windows,2025-12-08 02:59:13.182437,2026-06-18 03:04:45.182437,True
dev_002746,cust_004760,cac2f792e84045fe,tablet,macOS,2025-09-09 06:21:45.182437,2026-02-18 06:22:55.182437,True
dev_002747,cust_007413,c48caaff6310495b,desktop,Windows,2024-10-06 08:27:01.182437,2025-10-31 14:19:54.182437,True
dev_002748,cust_001698,eb5814cc0d814f1d,desktop,macOS,2026-06-14 06:55:59.182437,2026-06-28 19:41:14.182437,True
dev_002749,cust_005140,322a720842754513,desktop,Windows,2025-05-01 20:16:46.182437,2025-05-08 05:41:46.182437,True
dev_002750,cust_009003,836209aa6dbe4a6d,desktop,Android,2026-06-10 04:22:42.182437,2026-06-27 14:33:21.182437,True
dev_002751,cust_004725,d54c3fcfa90344a5,desktop,Windows,2025-04-26 05:53:41.182437,2025-06-09 10:31:02.182437,True
dev_002752,cust_004725,56f2bac944054a91,tablet,Windows,2025-06-25 04:32:09.182437,2026-07-18 17:32:42.182437,True
dev_002753,cust_000510,303d0d4c98d944e2,mobile,macOS,2025-07-17 02:59:18.182437,2026-04-05 06:37:23.182437,True
dev_002754,cust_002272,3f51432faafc4f9b,desktop,iOS,2026-06-22 02:21:19.182437,2026-08-11 09:54:06.182437,True
dev_002755,cust_006708,7be93291db714da6,desktop,macOS,2024-12-30 12:56:11.182437,2025-03-25 11:44:40.182437,True
dev_002756,cust_002014,20fe8d1cd9c84e61,mobile,Windows,2026-05-06 23:04:24.182437,2026-08-24 01:03:01.182437,True
dev_002757,cust_005060,f8e11d8e34da4e9e,mobile,macOS,2025-11-05 05:31:18.182437,2025-11-26 18:58:27.182437,True
dev_002758,cust_005188,3e1cf6bad27d42ea,tablet,iOS,2025-06-11 10:39:30.182437,2025-08-09 04:39:53.182437,True
dev_002759,cust_001932,e87cf1f5bd0544ec,desktop,Windows,2025-11-12 13:37:48.182437,2026-03-30 02:16:35.182437,True
dev_002760,cust_002190,7a2e010ab81b48c9,desktop,iOS,2026-08-05 22:58:38.182437,2026-08-19 11:15:14.182437,True
dev_002761,cust_006842,585789b8b0e14b77,desktop,macOS,2025-01-08 02:48:23.182437,2026-08-04 08:26:18.182437,True
dev_002762,cust_002621,b7d444c277db44dc,desktop,Windows,2025-10-28 17:12:03.182437,2025-11-15 19:54:06.182437,True
dev_002763,cust_006606,9d95eeb24f6e4b65,desktop,Windows,2025-03-20 18:27:28.182437,2025-05-30 18:26:11.182437,True
dev_002764,cust_002219,6e38578a0b0b45ab,desktop,Windows,2026-07-30 14:29:52.182437,2026-08-06 06:34:44.182437,True
dev_002765,cust_003074,3be81ab2c8994be1,desktop,Android,2025-12-26 12:53:45.182437,2026-06-01 14:13:10.182437,True
dev_002766,cust_006528,1effdc686fba48ef,tablet,iOS,2025-09-16 05:12:22.182437,2026-04-10 01:29:18.182437,True
dev_002767,cust_009274,510752d34c69449e,mobile,Windows,2025-10-21 06:32:57.182437,2025-11-07 05:11:00.182437,True
dev_002768,cust_002609,cce45180d0754d09,desktop,iOS,2024-10-18 02:09:40.182437,2025-04-12 15:54:40.182437,True
dev_002769,cust_006547,c6e111ff4ded4fb2,tablet,Linux,2025-08-04 03:54:42.182437,2026-06-22 13:01:19.182437,True
dev_002770,cust_006547,d3b2cc9221ca44dd,mobile,macOS,2026-04-19 13:01:12.182437,2026-07-27 13:04:59.182437,True
dev_002771,cust_002562,1cd97f09150243c8,tablet,macOS,2025-03-12 13:06:23.182437,2025-04-14 22:41:29.182437,True
dev_002772,cust_002562,533c6c5c056345b9,mobile,Windows,2025-04-13 14:01:13.182437,2025-06-01 08:06:31.182437,True
dev_002773,cust_000711,1e13a67b414a40ca,tablet,Linux,2025-07-13 23:28:49.182437,2026-08-10 03:40:20.182437,True
dev_002774,cust_009022,b097b9dfc2fe4e16,desktop,Android,2024-11-27 04:03:44.182437,2024-12-01 12:02:34.182437,True
dev_002775,cust_004172,df79d54c58df46ae,desktop,Linux,2025-08-09 14:57:52.182437,2025-09-09 03:32:01.182437,True
dev_002776,cust_000368,2f6b77a7a0c24fcd,tablet,iOS,2025-08-04 20:22:55.182437,2025-09-08 02:18:12.182437,True
dev_002777,cust_005894,c1cdc81ade6341ec,tablet,iOS,2025-07-28 02:37:28.182437,2026-02-18 16:35:51.182437,True
dev_002778,cust_009504,0b7605633f8249c9,desktop,Windows,2025-02-15 14:39:28.182437,2026-05-09 14:38:39.182437,True
dev_002779,cust_001235,f2517d531aae498a,mobile,Android,2025-08-30 16:34:01.182437,2026-04-19 03:23:42.182437,True
dev_002780,cust_001108,f88cd0ebf27c421d,tablet,macOS,2026-04-01 22:25:00.182437,2026-06-16 22:37:51.182437,True
dev_002781,cust_007540,997902935155496b,tablet,iOS,2025-07-14 02:00:43.182437,2025-08-19 21:04:52.182437,True
dev_002782,cust_007540,2ae7df5f9431401b,desktop,iOS,2025-04-28 18:55:14.182437,2026-04-20 07:06:46.182437,True
dev_002783,cust_009062,6d90c7a90117478b,mobile,Windows,2026-04-29 06:24:24.182437,2026-05-06 14:22:29.182437,True
dev_002784,cust_001659,b95fe20713a345c3,desktop,macOS,2024-09-20 12:21:59.182437,2024-10-01 07:31:36.182437,True
dev_002785,cust_005054,24b37db6d99b4fe1,tablet,macOS,2024-10-30 03:40:00.182437,2025-07-27 08:18:28.182437,True
dev_002786,cust_004050,75754bbd6cdb4a63,mobile,Linux,2026-04-09 08:09:27.182437,2026-04-10 11:57:50.182437,True
dev_002787,cust_005767,0590778a99d74354,desktop,macOS,2024-09-01 23:44:12.182437,2025-11-05 23:31:57.182437,True
dev_002788,cust_002606,b19987eb331d4c8a,mobile,Linux,2025-03-11 06:26:21.182437,2025-10-17 19:37:15.182437,True
dev_002789,cust_001162,b9f8322b25a340a6,desktop,macOS,2025-06-10 09:06:18.182437,2026-05-15 15:39:46.182437,True
dev_002790,cust_007893,3fcc3a5e57994708,tablet,macOS,2024-11-16 11:42:37.182437,2025-11-26 19:04:39.182437,True
dev_002791,cust_003036,ad4f3ff2d8fa4779,mobile,macOS,2025-09-07 07:27:16.182437,2026-02-20 11:29:16.182437,True
dev_002792,cust_003162,0d0743e97ff44bde,mobile,iOS,2025-09-11 21:09:58.182437,2026-05-04 11:54:00.182437,True
dev_002793,cust_004421,f48f7a742eac4861,mobile,Android,2026-03-15 18:14:47.182437,2026-07-01 04:30:08.182437,True
dev_002794,cust_005858,5021afa3fd844c07,mobile,Windows,2026-04-10 20:30:56.182437,2026-08-02 16:22:50.182437,True
dev_002795,cust_008718,a0123790fb3141e0,mobile,Windows,2026-06-30 22:53:12.182437,2026-07-20 21:16:27.182437,True
dev_002796,cust_005604,7c743aae484347ff,tablet,Linux,2024-09-06 01:12:35.182437,2026-05-16 23:20:51.182437,True
dev_002797,cust_005604,b06c14cf947e4418,mobile,Windows,2024-12-24 01:55:44.182437,2025-04-26 03:28:13.182437,True
dev_002798,cust_000189,e560d6d3f12f4c94,mobile,Windows,2025-08-15 04:59:39.182437,2026-04-13 19:56:31.182437,True
dev_002799,cust_002799,a3bd0b5da3914818,tablet,Android,2025-09-09 16:27:42.182437,2025-11-24 21:54:53.182437,True
dev_002800,cust_005450,04d16269bf2c4e1d,desktop,Windows,2025-07-23 04:16:13.182437,2025-09-03 10:04:49.182437,True
dev_002801,cust_008727,975de2e94463417f,tablet,Linux,2026-07-25 03:59:01.182437,2026-07-30 03:07:22.182437,True
dev_002802,cust_008499,f75655a4d1684df1,tablet,iOS,2025-01-08 06:03:06.182437,2025-10-03 10:46:15.182437,True
dev_002803,cust_001992,8e3c6bc467114616,tablet,Windows,2025-12-02 08:43:44.182437,2026-03-23 15:48:03.182437,True
dev_002804,cust_004209,9ab5c7190ee9483e,desktop,macOS,2026-02-14 04:52:20.182437,2026-02-25 13:33:49.182437,True
dev_002805,cust_007049,bddf15da49254c9b,mobile,Android,2024-11-07 03:13:52.182437,2025-07-30 23:05:07.182437,True
dev_002806,cust_000664,8c8b45ed4f744af7,desktop,Android,2026-04-07 10:50:33.182437,2026-04-19 06:19:19.182437,True
dev_002807,cust_009661,aeef79b03d154ae3,mobile,macOS,2025-10-16 01:37:39.182437,2025-11-22 08:45:10.182437,True
dev_002808,cust_005997,e2e1ed58df7a4304,mobile,Linux,2026-03-28 20:33:01.182437,2026-07-11 15:48:50.182437,True
dev_002809,cust_004132,ab4289609d10480f,mobile,Windows,2024-09-27 12:14:40.182437,2025-10-13 19:04:55.182437,True
dev_002810,cust_005619,f5a49f31b50a4928,tablet,iOS,2026-05-30 15:02:22.182437,2026-08-15 12:49:45.182437,True
dev_002811,cust_004282,f9d5ffc51d0d44f0,desktop,Android,2024-10-22 00:35:51.182437,2026-05-02 11:11:15.182437,True
dev_002812,cust_005808,9b5c310eb9684d92,tablet,macOS,2024-10-04 11:20:19.182437,2026-04-15 08:51:34.182437,True
dev_002813,cust_007263,02896c01f86e4134,desktop,iOS,2025-03-03 22:01:32.182437,2025-08-26 20:00:34.182437,True
dev_002814,cust_000754,f806cccaa4814933,desktop,Windows,2026-07-29 23:57:30.182437,2026-08-16 01:46:04.182437,True
dev_002815,cust_002396,c3618cfb7852459f,tablet,iOS,2026-07-17 03:48:42.182437,2026-08-01 14:21:17.182437,True
dev_002816,cust_006966,04f95cb2b8c041c5,desktop,macOS,2024-12-02 11:47:19.182437,2025-09-22 16:50:55.182437,True
dev_002817,cust_004917,3d86efeaa020454a,mobile,macOS,2026-04-05 20:20:58.182437,2026-08-20 19:12:06.182437,True
