id,name,category,mcc,country,risk_rating,avg_ticket_size,created_at
merch_00495,Iyer-Sani Restaurants,Restaurants,5812,IN,low,2017.87,2023-07-13 14:01:06.182437
merch_00496,Rai-Bal Pharmacy,Pharmacy,5912,IN,low,1764.47,2023-07-25 21:25:42.182437
merch_00497,"Bhagat, Grewal and Yohannan Utilities",Utilities,4900,IN,low,2742.52,2026-04-09 19:33:36.182437
merch_00498,"Batra, Singhal and Pandit Entertainment",Entertainment,7832,IN,low,2638.31,2025-07-14 09:59:10.182437
merch_00499,Kale Inc Digital Goods,Digital Goods,5815,IN,low,211.55,2026-01-07 22:58:10.182437
merch_00500,Sidhu-Dixit Jewelry,Jewelry,5944,IN,low,1134.58,2025-08-07 17:11:24.182437
merch_00501,"Korpal, Varughese and Garg Jewelry",Jewelry,5944,IN,medium,1902.24,2024-10-12 13:34:00.182437
merch_00502,Sengupta-Anne Crypto/Forex,Crypto/Forex,6051,IN,high,3226.5,2023-01-10 00:52:42.182437
merch_00503,"Karnik, Krishnamurthy and Ramesh Crypto/Forex",Crypto/Forex,6051,IN,medium,2119.4,2022-09-12 07:36:57.182437
merch_00504,Chander LLC Education,Education,8220,IN,low,2327.61,2024-02-02 01:08:08.182437
merch_00505,"Kunda, Shere and Sura Gambling/Gaming",Gambling/Gaming,7995,IN,high,477.48,2025-03-29 01:32:48.182437
merch_00506,"Kadakia, Chander and Nazareth Insurance",Insurance,6300,IN,low,308.78,2023-11-17 02:36:07.182437
merch_00507,"Chaudhry, Thaman and Nigam Insurance",Insurance,6300,IN,low,1706.97,2024-07-05 07:13:27.182437
merch_00508,"Korpal, Wali and Uppal Insurance",Insurance,6300,IN,low,877.14,2025-03-17 21:16:27.182437
merch_00509,Kapoor-Tata Travel,Travel,4722,IN,low,1937.17,2022-10-06 02:01:58.182437
merch_00510,"Kulkarni, Narayanan and Parekh Jewelry",Jewelry,5944,IN,medium,742.06,2024-06-11 03:07:38.182437
merch_00511,"Balay, Raval and Date Fashion",Fashion,5651,IN,low,856.97,2025-01-28 12:29:16.182437
merch_00512,"Palla, Badal and Kanda Crypto/Forex",Crypto/Forex,6051,IN,high,2281.11,2023-02-22 10:12:32.182437
merch_00513,Chaudry-Pau Education,Education,8220,IN,low,1332.23,2023-06-17 11:50:07.182437
merch_00514,"Toor, Chahal and Bandi Travel",Travel,4722,IN,low,706.71,2023-10-10 01:34:27.182437
merch_00515,"Lalla, Nayar and Tailor Digital Goods",Digital Goods,5815,IN,low,1184.28,2026-05-07 20:31:32.182437
merch_00516,"Verma, Modi and Tailor Groceries",Groceries,5411,IN,low,2058.81,2025-01-21 18:54:38.182437
merch_00517,Dasgupta Ltd Insurance,Insurance,6300,IN,low,1248.46,2023-07-29 23:34:57.182437
merch_00518,Sura PLC Fuel,Fuel,5541,IN,low,1888.85,2022-11-15 07:20:37.182437
merch_00519,Mitter PLC Education,Education,8220,IN,low,1062.71,2025-06-09 06:58:44.182437
merch_00520,"Barad, Tandon and Anand Insurance",Insurance,6300,IN,low,3045.17,2026-05-19 10:26:00.182437
merch_00521,"Aggarwal, Kuruvilla and Narasimhan Electronics",Electronics,5732,IN,low,1164.56,2022-12-28 01:37:00.182437
merch_00522,Kumer-Sem Groceries,Groceries,5411,IN,low,829.53,2026-06-26 04:29:18.182437
merch_00523,Bansal-Bobal Fuel,Fuel,5541,IN,low,3582.19,2023-11-26 00:21:09.182437
merch_00524,"Palla, Iyer and Ahuja Utilities",Utilities,4900,IN,low,1339.15,2023-02-16 05:04:16.182437
merch_00525,Ranganathan-Parmer Entertainment,Entertainment,7832,IN,low,1867.41,2024-02-16 16:03:25.182437
merch_00526,Narang LLC Pharmacy,Pharmacy,5912,IN,low,821.62,2026-06-27 06:53:40.182437
merch_00527,Murthy-Dass Jewelry,Jewelry,5944,IN,medium,1825.63,2026-06-19 10:29:24.182437
merch_00528,Parmar-Chand Crypto/Forex,Crypto/Forex,6051,IN,high,2051.2,2024-12-17 00:12:49.182437
merch_00529,"Chaudhari, Shanker and Lalla Insurance",Insurance,6300,IN,low,661.88,2022-11-13 13:10:47.182437
merch_00530,Chanda-Rajagopalan Restaurants,Restaurants,5812,IN,low,2417.88,2024-11-20 15:30:00.182437
merch_00531,Anne-Dewan Crypto/Forex,Crypto/Forex,6051,IN,high,1221.09,2025-05-18 06:59:54.182437
merch_00532,Sood-Sekhon Pharmacy,Pharmacy,5912,IN,low,2417.33,2025-10-04 01:29:30.182437
merch_00533,"Shenoy, Goswami and Badami Crypto/Forex",Crypto/Forex,6051,IN,medium,726.71,2023-09-30 07:48:32.182437
merch_00534,Lad-Murthy Gambling/Gaming,Gambling/Gaming,7995,IN,medium,863.01,2023-11-10 14:12:37.182437
merch_00535,Grewal Group Electronics,Electronics,5732,IN,low,1502.57,2023-10-26 04:52:40.182437
merch_00536,"Shukla, Chandra and Kulkarni Restaurants",Restaurants,5812,IN,low,613.47,2022-12-06 23:39:25.182437
merch_00537,Agrawal PLC Fuel,Fuel,5541,IN,low,1540.3,2024-05-20 22:36:18.182437
merch_00538,Vaidya-Pant Utilities,Utilities,4900,IN,low,1721.72,2026-06-17 22:59:43.182437
merch_00539,"Kibe, Nath and Ratta Jewelry",Jewelry,5944,IN,low,1500.55,2025-08-01 03:19:32.182437
merch_00540,"Ramesh, Kapoor and Narula Restaurants",Restaurants,5812,IN,low,1426.25,2026-03-16 18:31:08.182437
merch_00541,"Yadav, Purohit and Palla Fuel",Fuel,5541,IN,low,506.18,2023-06-22 08:42:54.182437
merch_00542,Walla PLC Jewelry,Jewelry,5944,IN,medium,356.43,2023-02-05 19:24:11.182437
merch_00543,Shetty LLC Fashion,Fashion,5651,IN,low,1280.59,2024-11-06 20:45:45.182437
merch_00544,Edwin PLC Gambling/Gaming,Gambling/Gaming,7995,IN,medium,233.71,2023-12-24 18:51:26.182437
merch_00545,Lad-Varughese Entertainment,Entertainment,7832,IN,low,192.32,2024-01-08 10:13:39.182437
merch_00546,Kannan-Lala Fuel,Fuel,5541,IN,low,853.29,2024-10-23 07:34:55.182437
merch_00547,"Palan, Vala and Pau Electronics",Electronics,5732,IN,low,602.48,2023-07-01 22:06:31.182437
merch_00548,Gupta-Maharaj Electronics,Electronics,5732,IN,low,1766.69,2025-04-25 20:00:18.182437
merch_00549,Zachariah Inc Gambling/Gaming,Gambling/Gaming,7995,IN,medium,1278.26,2024-05-17 06:57:12.182437
merch_00550,Patel-Gara Jewelry,Jewelry,5944,IN,medium,1714.37,2024-04-13 07:06:25.182437
merch_00551,Maharaj-Pant Fashion,Fashion,5651,IN,low,2394.64,2024-07-24 17:44:01.182437
merch_00552,Varughese-Dugar Groceries,Groceries,5411,IN,low,3073.65,2024-09-24 09:05:44.182437
merch_00553,Pandit-Handa Education,Education,8220,IN,low,2202.98,2026-02-16 19:34:33.182437
merch_00554,Yadav-Puri Entertainment,Entertainment,7832,IN,low,1473.51,2024-12-29 11:16:36.182437
merch_00555,Malhotra-Comar Fashion,Fashion,5651,IN,low,559.11,2022-10-24 19:50:36.182437
merch_00556,Chauhan-Sachdeva Groceries,Groceries,5411,IN,low,2894.1,2025-03-31 13:31:41.182437
merch_00557,Lalla-Misra Electronics,Electronics,5732,IN,low,461.12,2023-04-27 04:24:24.182437
merch_00558,Chad-Wable Insurance,Insurance,6300,IN,low,2437.32,2024-08-17 08:50:26.182437
merch_00559,Sen PLC Pharmacy,Pharmacy,5912,IN,low,3296.13,2025-06-15 11:08:37.182437
merch_00560,Bobal-Varty Groceries,Groceries,5411,IN,low,1793.54,2024-05-19 14:13:38.182437
merch_00561,Zachariah-Chowdhury Insurance,Insurance,6300,IN,low,573.84,2025-03-28 15:05:53.182437
merch_00562,Raju-Wali Jewelry,Jewelry,5944,IN,medium,905.63,2025-05-29 00:50:05.182437
merch_00563,"Sampath, Yohannan and Balan Crypto/Forex",Crypto/Forex,6051,IN,medium,1575.1,2025-08-23 20:30:59.182437
merch_00564,Sinha-Sabharwal Groceries,Groceries,5411,IN,low,699.0,2024-07-06 22:57:00.182437
merch_00565,Edwin-Madan Groceries,Groceries,5411,IN,low,1457.29,2023-02-11 12:25:37.182437
merch_00566,Nair-Golla Fuel,Fuel,5541,IN,low,1772.66,2024-11-08 06:30:52.182437
merch_00567,Mohan-Mall Insurance,Insurance,6300,IN,low,1898.74,2024-04-25 10:59:42.182437
merch_00568,Sahota LLC Utilities,Utilities,4900,IN,low,894.98,2026-01-21 16:54:20.182437
merch_00569,Brahmbhatt-Mane Jewelry,Jewelry,5944,IN,medium,1335.04,2023-02-21 00:35:04.182437
merch_00570,Oak-Gera Groceries,Groceries,5411,IN,low,1521.99,2025-01-29 06:47:33.182437
merch_00571,Srivastava Inc Digital Goods,Digital Goods,5815,IN,low,292.95,2026-03-13 14:42:37.182437
merch_00572,Gour-Khosla Utilities,Utilities,4900,IN,low,868.15,2024-07-11 00:13:51.182437
merch_00573,Cherian-Mannan Fuel,Fuel,5541,IN,low,1400.01,2025-02-14 10:14:38.182437
merch_00574,Bajwa Inc Crypto/Forex,Crypto/Forex,6051,IN,high,1757.71,2023-07-09 12:02:05.182437
merch_00575,Chaudhuri-Pai Gambling/Gaming,Gambling/Gaming,7995,IN,medium,3497.73,2024-06-02 14:41:42.182437
merch_00576,Modi-Mangal Groceries,Groceries,5411,IN,low,1655.64,2024-09-07 23:05:49.182437
merch_00577,"Keer, Johal and De Education",Education,8220,IN,low,442.27,2022-11-02 12:21:19.182437
merch_00578,"Nadig, Choudhury and Viswanathan Crypto/Forex",Crypto/Forex,6051,IN,medium,653.74,2022-10-12 09:17:25.182437
merch_00579,Wali and Sons Fuel,Fuel,5541,IN,low,2532.37,2024-12-09 21:19:25.182437
merch_00580,Bala Group Restaurants,Restaurants,5812,IN,low,4362.94,2024-04-03 04:25:33.182437
merch_00581,Mallick-Baria Restaurants,Restaurants,5812,IN,low,543.86,2023-09-30 19:05:16.182437
merch_00582,Chad PLC Fuel,Fuel,5541,IN,low,843.81,2025-05-25 14:16:57.182437
merch_00583,"Issac, Prasad and Varma Jewelry",Jewelry,5944,IN,low,4492.57,2024-02-21 00:19:58.182437
merch_00584,"Maharaj, Dugal and Balasubramanian Utilities",Utilities,4900,IN,low,3795.94,2024-01-19 23:14:53.182437
merch_00585,"Murty, Kala and Malhotra Entertainment",Entertainment,7832,IN,low,2022.01,2025-08-29 20:31:18.182437
merch_00586,Padmanabhan-Kibe Travel,Travel,4722,IN,low,857.3,2024-12-24 01:26:19.182437
merch_00587,Sanghvi LLC Fuel,Fuel,5541,IN,low,521.99,2023-09-17 07:51:31.182437
merch_00588,Gour Group Fuel,Fuel,5541,IN,low,804.87,2023-09-05 16:18:06.182437
merch_00589,Karan-Suri Restaurants,Restaurants,5812,IN,low,991.42,2025-02-13 10:22:53.182437
merch_00590,Bali-Mani Gambling/Gaming,Gambling/Gaming,7995,IN,high,1028.97,2025-11-24 01:32:14.182437
merch_00591,Kannan PLC Jewelry,Jewelry,5944,IN,low,288.73,2023-05-04 02:29:14.182437
merch_00592,"Rattan, Kaur and D’Alia Utilities",Utilities,4900,IN,low,618.17,2024-05-12 10:01:46.182437
merch_00593,Gour-Cheema Gambling/Gaming,Gambling/Gaming,7995,IN,medium,1431.69,2024-08-25 23:11:47.182437
merch_00594,Vig Ltd Insurance,Insurance,6300,IN,low,832.06,2025-12-18 10:35:03.182437
merch_00595,"Bahri, Lall and Bassi Crypto/Forex",Crypto/Forex,6051,IN,high,427.74,2025-01-15 00:05:03.182437
merch_00596,"Sahota, Varma and Kurian Electronics",Electronics,5732,IN,low,561.75,2022-12-11 02:52:59.182437
merch_00597,Karpe-Sibal Gambling/Gaming,Gambling/Gaming,7995,IN,medium,1122.29,2026-02-14 20:40:52.182437
merch_00598,Sarin-Vyas Fashion,Fashion,5651,IN,low,348.33,2024-06-20 11:24:58.182437
merch_00599,Vig-Nigam Utilities,Utilities,4900,IN,low,3151.85,2024-12-28 03:08:40.182437
merch_00600,Mann and Sons Entertainment,Entertainment,7832,IN,low,370.6,2025-03-26 05:02:56.182437
merch_00601,Bir and Sons Education,Education,8220,IN,low,2136.08,2023-07-18 21:42:06.182437
merch_00602,Natt-Tailor Electronics,Electronics,5732,IN,low,4315.39,2026-02-15 11:43:04.182437
merch_00603,Sankaran and Sons Education,Education,8220,IN,low,412.2,2025-12-17 19:20:15.182437
merch_00604,"Singh, Ray and Hari Restaurants",Restaurants,5812,IN,low,501.59,2022-09-08 19:05:47.182437
merch_00605,"Barad, Bal and Bahri Travel",Travel,4722,IN,low,1137.01,2026-01-05 22:51:28.182437
merch_00606,"Gara, Chokshi and De Jewelry",Jewelry,5944,IN,low,910.0,2023-05-01 13:38:22.182437
merch_00607,Wagle Group Insurance,Insurance,6300,IN,low,2586.88,2026-03-04 11:45:38.182437
merch_00608,Rau PLC Entertainment,Entertainment,7832,IN,low,1076.54,2023-06-03 11:15:28.182437
merch_00609,Agarwal-Anne Entertainment,Entertainment,7832,IN,low,608.05,2025-11-12 23:31:58.182437
merch_00610,Gara and Sons Utilities,Utilities,4900,IN,low,2232.78,2024-06-27 17:42:58.182437
merch_00611,"Viswanathan, Shukla and Tiwari Digital Goods",Digital Goods,5815,IN,low,994.76,2025-05-31 09:10:02.182437
merch_00612,Randhawa Inc Restaurants,Restaurants,5812,IN,low,594.06,2023-09-29 23:03:41.182437
merch_00613,"Chawla, Gola and Raj Fuel",Fuel,5541,IN,low,685.81,2022-12-15 22:19:49.182437
merch_00614,"Gill, Handa and Kamdar Gambling/Gaming",Gambling/Gaming,7995,IN,medium,397.56,2025-10-20 05:12:12.182437
merch_00615,Andra-Khatri Crypto/Forex,Crypto/Forex,6051,IN,medium,147.76,2024-01-08 18:17:46.182437
merch_00616,Kuruvilla Ltd Travel,Travel,4722,IN,low,436.71,2026-05-19 16:42:03.182437
merch_00617,"Kashyap, Zachariah and Lal Jewelry",Jewelry,5944,IN,low,1097.29,2023-12-08 12:30:16.182437
merch_00618,Bains-Dixit Utilities,Utilities,4900,IN,low,975.8,2023-02-11 04:40:53.182437
merch_00619,Agarwal Group Restaurants,Restaurants,5812,IN,low,316.14,2022-09-05 14:58:08.182437
merch_00620,"Contractor, Mammen and Kaul Pharmacy",Pharmacy,5912,IN,low,618.71,2024-12-22 09:46:34.182437
merch_00621,"Rana, Virk and Kakar Entertainment",Entertainment,7832,IN,low,2023.74,2026-02-20 18:22:27.182437
merch_00622,Patel Inc Restaurants,Restaurants,5812,IN,low,1905.48,2022-09-10 15:36:42.182437
merch_00623,Sura-Pant Jewelry,Jewelry,5944,IN,medium,1367.63,2024-08-31 20:00:20.182437
merch_00624,Dash-Rajan Travel,Travel,4722,IN,low,478.73,2026-06-06 02:45:43.182437
merch_00625,Dhingra and Sons Crypto/Forex,Crypto/Forex,6051,IN,high,2569.63,2025-05-18 06:29:07.182437
merch_00626,"Mammen, Rajan and D’Alia Entertainment",Entertainment,7832,IN,low,1142.98,2025-11-30 23:06:54.182437
merch_00627,Sathe PLC Education,Education,8220,IN,low,681.22,2023-08-12 08:38:07.182437
merch_00628,Pillai-Puri Jewelry,Jewelry,5944,IN,medium,496.44,2026-04-02 19:37:56.182437
merch_00629,Trivedi-Chaudry Travel,Travel,4722,IN,low,2160.52,2024-09-19 06:52:54.182437
merch_00630,"Bassi, Dave and Sule Pharmacy",Pharmacy,5912,IN,low,41.17,2024-09-05 19:50:56.182437
merch_00631,"Naidu, Rajagopalan and Tailor Entertainment",Entertainment,7832,IN,low,1602.33,2024-08-06 22:42:21.182437
merch_00632,Nayak LLC Insurance,Insurance,6300,IN,low,871.54,2025-11-02 00:31:44.182437
merch_00633,"Mistry, Shankar and Kannan Pharmacy",Pharmacy,5912,IN,low,2808.71,2023-02-25 21:18:43.182437
merch_00634,"Gokhale, Kapoor and Atwal Groceries",Groceries,5411,IN,low,5310.55,2026-05-25 23:01:18.182437
merch_00635,"Guha, Pandit and Karpe Pharmacy",Pharmacy,5912,IN,low,686.04,2024-10-16 10:40:29.182437
merch_00636,Parikh PLC Fashion,Fashion,5651,IN,low,2595.92,2023-04-04 13:36:04.182437
merch_00637,Swaminathan-Kakar Fuel,Fuel,5541,IN,low,1660.23,2023-03-17 00:33:42.182437
merch_00638,Chaudhary-Sehgal Crypto/Forex,Crypto/Forex,6051,IN,high,1531.52,2025-06-08 08:12:44.182437
merch_00639,Kale Group Jewelry,Jewelry,5944,IN,medium,323.19,2023-07-03 23:51:50.182437
merch_00640,Dutta-Bhatt Electronics,Electronics,5732,IN,low,813.4,2025-12-23 19:25:59.182437
merch_00641,Kumer Group Digital Goods,Digital Goods,5815,IN,low,2522.56,2024-07-17 07:01:34.182437
merch_00642,"Vala, Mannan and Nagarajan Insurance",Insurance,6300,IN,low,3051.72,2023-01-05 14:37:51.182437
merch_00643,Ranganathan Inc Travel,Travel,4722,IN,low,3737.99,2022-12-21 10:43:15.182437
merch_00644,Majumdar-Raval Electronics,Electronics,5732,IN,low,816.86,2026-03-06 21:29:37.182437
merch_00645,"Khalsa, Lal and Lanka Travel",Travel,4722,IN,low,1864.15,2025-09-15 12:53:25.182437
merch_00646,Dugar-Joshi Education,Education,8220,IN,low,847.8,2023-11-05 15:22:23.182437
merch_00647,Comar and Sons Travel,Travel,4722,IN,low,1439.55,2023-06-26 07:02:16.182437
merch_00648,Kumar LLC Fashion,Fashion,5651,IN,low,1844.11,2025-07-13 13:07:48.182437
merch_00649,Gokhale-Rao Fashion,Fashion,5651,IN,low,876.26,2024-09-27 04:15:45.182437
merch_00650,Comar-Pal Restaurants,Restaurants,5812,IN,low,1954.03,2026-06-09 21:59:19.182437
merch_00651,Suresh-Uppal Gambling/Gaming,Gambling/Gaming,7995,IN,high,1095.17,2024-02-22 14:24:27.182437
merch_00652,Oommen-Shah Crypto/Forex,Crypto/Forex,6051,IN,high,1234.76,2026-04-09 06:32:53.182437
merch_00653,Bawa PLC Education,Education,8220,IN,low,328.35,2025-08-08 08:10:02.182437
merch_00654,"Muni, Baral and Apte Gambling/Gaming",Gambling/Gaming,7995,IN,high,777.96,2024-08-28 08:06:29.182437
merch_00655,Karpe Inc Groceries,Groceries,5411,IN,low,790.09,2025-11-18 07:50:26.182437
merch_00656,Mani-Dugar Digital Goods,Digital Goods,5815,IN,medium,5623.82,2025-12-29 04:49:19.182437
merch_00657,"Bahl, Datta and Lanka Crypto/Forex",Crypto/Forex,6051,IN,high,644.33,2023-03-04 15:42:42.182437
merch_00658,Madan-Wason Gambling/Gaming,Gambling/Gaming,7995,IN,high,1216.24,2025-05-05 19:47:08.182437
merch_00659,Vala-Bala Entertainment,Entertainment,7832,IN,low,656.36,2023-02-14 01:19:20.182437
merch_00660,Dixit and Sons Utilities,Utilities,4900,IN,low,1097.56,2024-03-18 09:39:24.182437
merch_00661,Gour-Ghosh Crypto/Forex,Crypto/Forex,6051,IN,high,1419.44,2024-02-24 06:14:05.182437
merch_00662,"Morar, Bail and Comar Pharmacy",Pharmacy,5912,IN,low,542.57,2024-05-10 05:08:00.182437
merch_00663,Sen Group Utilities,Utilities,4900,IN,low,2403.86,2025-12-07 09:26:50.182437
merch_00664,Bahri-Gola Entertainment,Entertainment,7832,IN,low,568.32,2024-05-22 13:51:17.182437
merch_00665,"Gokhale, Dutta and Gopal Fashion",Fashion,5651,IN,low,282.5,2022-10-31 23:21:08.182437
merch_00666,"Kapadia, Deshmukh and Shanker Digital Goods",Digital Goods,5815,IN,medium,1330.19,2025-07-23 01:30:53.182437
merch_00667,Dara LLC Utilities,Utilities,4900,IN,low,4432.42,2024-11-20 18:56:57.182437
merch_00668,"Kamdar, Chatterjee and Walia Education",Education,8220,IN,low,196.37,2023-08-29 02:06:41.182437
merch_00669,Vora LLC Restaurants,Restaurants,5812,IN,low,376.99,2023-11-19 11:42:40.182437
merch_00670,Kar LLC Pharmacy,Pharmacy,5912,IN,low,2271.33,2023-10-16 23:58:41.182437
merch_00671,"Gala, Handa and Dave Electronics",Electronics,5732,IN,low,641.93,2022-09-25 21:24:17.182437
merch_00672,Sachdev-Golla Digital Goods,Digital Goods,5815,IN,medium,1485.39,2023-04-23 09:51:44.182437
merch_00673,"Dhingra, Chaudhari and Oommen Travel",Travel,4722,IN,low,2694.78,2026-03-01 23:40:13.182437
merch_00674,Sundaram PLC Education,Education,8220,IN,low,2165.74,2023-11-10 03:09:08.182437
merch_00675,"Parmer, Basak and Magar Travel",Travel,4722,IN,low,1409.95,2025-07-12 12:05:43.182437
merch_00676,"Shenoy, Nair and Grover Utilities",Utilities,4900,IN,low,1429.65,2025-07-24 10:40:17.182437
merch_00677,"Swaminathan, Garg and Raghavan Crypto/Forex",Crypto/Forex,6051,IN,medium,1407.05,2025-12-23 23:06:28.182437
merch_00678,Koshy-Aggarwal Entertainment,Entertainment,7832,IN,low,1598.57,2025-04-25 07:59:06.182437
merch_00679,Mannan-Shere Restaurants,Restaurants,5812,IN,low,3160.29,2025-08-12 17:13:48.182437
merch_00680,"Thaker, Pillay and Loke Travel",Travel,4722,IN,low,460.68,2023-03-15 08:00:55.182437
merch_00681,Soman PLC Education,Education,8220,IN,low,399.59,2023-01-13 20:12:11.182437
merch_00682,"Walla, Ganesh and Panchal Digital Goods",Digital Goods,5815,IN,low,1956.56,2023-10-05 03:04:51.182437
merch_00683,"Balan, Lata and Salvi Restaurants",Restaurants,5812,IN,low,725.69,2025-04-24 17:57:54.182437
merch_00684,"Vaidya, Mall and Pingle Crypto/Forex",Crypto/Forex,6051,IN,medium,3627.69,2022-10-01 18:32:58.182437
merch_00685,"Bansal, Dani and Sharma Fuel",Fuel,5541,IN,low,1529.51,2025-08-10 17:34:43.182437
merch_00686,Morar and Sons Fashion,Fashion,5651,IN,low,3919.72,2024-09-10 16:21:18.182437
merch_00687,Khanna and Sons Gambling/Gaming,Gambling/Gaming,7995,IN,medium,2132.92,2022-11-15 12:56:57.182437
merch_00688,Rege PLC Pharmacy,Pharmacy,5912,IN,low,1016.07,2023-02-22 21:08:02.182437
merch_00689,Garde-Rastogi Fuel,Fuel,5541,IN,low,1300.11,2024-10-03 08:43:13.182437
merch_00690,"Bhatt, Ben and Wali Pharmacy",Pharmacy,5912,IN,low,2562.2,2025-05-20 19:18:01.182437
merch_00691,Bala and Sons Digital Goods,Digital Goods,5815,IN,low,298.23,2024-01-22 11:02:52.182437
merch_00692,"Shan, Swaminathan and Date Electronics",Electronics,5732,IN,low,2671.16,2025-10-30 10:07:24.182437
merch_00693,Gade PLC Crypto/Forex,Crypto/Forex,6051,IN,medium,1233.1,2022-12-15 07:48:22.182437
merch_00694,"Din, Salvi and Randhawa Utilities",Utilities,4900,IN,low,1088.98,2025-09-03 21:41:15.182437
merch_00695,Kota PLC Education,Education,8220,IN,low,5161.02,2023-04-21 22:33:07.182437
merch_00696,Ramachandran-Buch Utilities,Utilities,4900,IN,low,3181.31,2022-09-12 14:33:42.182437
merch_00697,Rajagopal-Dhillon Electronics,Electronics,5732,IN,low,620.91,2024-10-20 13:43:23.182437
merch_00698,Barad-Kalita Electronics,Electronics,5732,IN,low,1629.35,2023-03-26 18:38:48.182437
merch_00699,Agarwal Group Utilities,Utilities,4900,IN,low,542.68,2024-02-22 08:49:35.182437
merch_00700,"Narang, Walla and Ganguly Jewelry",Jewelry,5944,IN,low,1848.91,2023-07-20 07:54:19.182437
merch_00701,Nori LLC Gambling/Gaming,Gambling/Gaming,7995,IN,medium,4544.41,2024-08-26 21:37:57.182437
merch_00702,Chander-Choudhry Insurance,Insurance,6300,IN,low,3603.9,2024-02-03 03:04:55.182437
merch_00703,Kakar-Dubey Digital Goods,Digital Goods,5815,IN,low,1792.36,2025-01-09 22:49:25.182437
merch_00704,Yogi-Doctor Insurance,Insurance,6300,IN,low,1646.28,2026-04-17 05:35:59.182437
merch_00705,"Gole, Rajan and Dhar Restaurants",Restaurants,5812,IN,low,1159.72,2023-08-07 12:56:19.182437
merch_00706,Kalita-Natt Fuel,Fuel,5541,IN,low,4763.71,2023-11-21 17:46:58.182437
merch_00707,Lata-Oommen Jewelry,Jewelry,5944,IN,low,2387.22,2023-07-17 08:21:47.182437
merch_00708,Palan Ltd Fuel,Fuel,5541,IN,low,916.67,2024-10-02 01:12:37.182437
merch_00709,Kaur-Saini Insurance,Insurance,6300,IN,low,1422.22,2023-01-15 10:03:27.182437
merch_00710,Bansal and Sons Digital Goods,Digital Goods,5815,IN,low,1476.47,2023-11-13 10:54:14.182437
merch_00711,"Kashyap, Doshi and Rajagopal Digital Goods",Digital Goods,5815,IN,low,654.89,2025-01-31 10:23:52.182437
merch_00712,Jaggi-Parmer Groceries,Groceries,5411,IN,low,1483.25,2026-02-20 19:01:58.182437
merch_00713,"Dani, Dhar and Sodhi Fashion",Fashion,5651,IN,low,1955.2,2024-04-17 21:51:49.182437
merch_00714,Balakrishnan-Datta Restaurants,Restaurants,5812,IN,low,564.2,2026-06-22 00:44:21.182437
merch_00715,Mohan-Dara Crypto/Forex,Crypto/Forex,6051,IN,high,2747.75,2024-06-01 14:15:08.182437
merch_00716,"Natarajan, Sodhi and Gade Gambling/Gaming",Gambling/Gaming,7995,IN,medium,756.56,2023-11-13 08:47:02.182437
merch_00717,Jhaveri and Sons Gambling/Gaming,Gambling/Gaming,7995,IN,high,926.89,2026-02-11 15:28:22.182437
merch_00718,"Uppal, Dani and Varghese Travel",Travel,4722,IN,low,737.89,2022-10-04 09:43:36.182437
merch_00719,Buch Group Insurance,Insurance,6300,IN,low,620.83,2023-07-18 08:41:16.182437
merch_00720,Seshadri Ltd Groceries,Groceries,5411,IN,low,3081.88,2024-10-06 11:47:08.182437
merch_00721,Toor-Chandra Crypto/Forex,Crypto/Forex,6051,IN,medium,3460.23,2025-06-15 23:53:03.182437
merch_00722,Samra and Sons Utilities,Utilities,4900,IN,low,814.94,2024-06-17 07:22:02.182437
merch_00723,Rana PLC Fuel,Fuel,5541,IN,low,2851.34,2023-04-13 22:56:35.182437
merch_00724,Mohan-Ben Pharmacy,Pharmacy,5912,IN,low,332.97,2024-11-12 03:22:40.182437
merch_00725,Baria and Sons Travel,Travel,4722,IN,low,1044.53,2023-12-24 21:58:33.182437
merch_00726,"Gulati, Rajagopal and Sankar Utilities",Utilities,4900,IN,low,437.02,2024-12-13 15:24:37.182437
merch_00727,Gupta-Puri Fuel,Fuel,5541,IN,low,5021.25,2023-10-13 16:01:13.182437
merch_00728,Raman-Shukla Education,Education,8220,IN,low,3149.55,2026-06-10 17:30:29.182437
merch_00729,"Khare, Kakar and Sarin Digital Goods",Digital Goods,5815,IN,medium,255.47,2025-09-22 04:19:12.182437
merch_00730,"Chawla, Grover and Ahluwalia Entertainment",Entertainment,7832,IN,low,659.05,2025-07-05 06:35:41.182437
merch_00731,Lal LLC Travel,Travel,4722,IN,low,1068.99,2023-11-23 09:53:39.182437
merch_00732,"Sagar, Gupta and Kashyap Electronics",Electronics,5732,IN,low,1254.64,2022-10-29 23:05:59.182437
merch_00733,Kalita-Dani Pharmacy,Pharmacy,5912,IN,low,401.33,2022-10-22 04:07:30.182437
merch_00734,Barad-Lanka Crypto/Forex,Crypto/Forex,6051,IN,high,2237.51,2025-07-13 19:18:15.182437
merch_00735,Ghose Ltd Gambling/Gaming,Gambling/Gaming,7995,IN,medium,2844.84,2024-12-25 02:29:36.182437
merch_00736,"Dash, Soni and Comar Utilities",Utilities,4900,IN,low,1699.98,2025-06-26 08:36:08.182437
merch_00737,"Saraf, Kaur and Uppal Electronics",Electronics,5732,IN,low,1612.46,2023-01-10 22:00:27.182437
merch_00738,"Sampath, Madan and Khanna Fashion",Fashion,5651,IN,low,740.41,2025-06-30 04:38:54.182437
merch_00739,Saini Group Crypto/Forex,Crypto/Forex,6051,IN,medium,1024.16,2022-09-25 21:30:09.182437
